时段,应用,描述,时长,分类
08/28/2025 16:00:00,msedge,Microsoft Edge,820,未知
08/28/2025 16:00:00,firefox,Firefox,257,未知
08/28/2025 16:00:00,RtkNGUI64,Realtek高清晰音频管理器,5,未知
08/28/2025 17:00:00,firefox,Firefox,3576,未知
08/28/2025 18:00:00,firefox,Firefox,1743,未知
08/28/2025 18:00:00,msedge,Microsoft Edge,1,未知
08/28/2025 18:00:00,QQ,QQ,109,未知
08/28/2025 19:00:00,QQ,QQ,121,未知
08/28/2025 19:00:00,firefox,Firefox,1959,未知
08/28/2025 20:00:00,msedge,Microsoft Edge,935,未知
08/28/2025 21:00:00,msedge,Microsoft Edge,2091,未知
08/28/2025 22:00:00,msedge,Microsoft Edge,2351,未知
08/28/2025 22:00:00,explorer,Windows 资源管理器,1,未知
08/28/2025 22:00:00,WINWORD,Microsoft Word,7,未知
08/28/2025 22:00:00,firefox,Firefox,1,未知
08/28/2025 22:00:00,RtkNGUI64,Realtek高清晰音频管理器,55,未知
08/29/2025 12:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,8,未知
08/29/2025 12:00:00,explorer,Windows 资源管理器,6,未知
08/29/2025 12:00:00,HipsTray,火绒安全软件托盘程序,2,未知
08/29/2025 12:00:00,msedge,Microsoft Edge,1799,未知
08/29/2025 12:00:00,IDMan,Internet Download Manager (IDM),5,未知
08/29/2025 12:00:00,mpv,mpv,46,未知
08/29/2025 12:00:00,RtkNGUI64,Realtek高清晰音频管理器,5,未知
08/29/2025 13:00:00,msedge,Microsoft Edge,1346,未知
08/29/2025 14:00:00,msedge,Microsoft Edge,2338,未知
08/29/2025 15:00:00,msedge,Microsoft Edge,1997,未知
08/29/2025 16:00:00,msedge,Microsoft Edge,218,未知
08/29/2025 16:00:00,QQ,QQ,94,未知
08/29/2025 16:00:00,NVIDIA Notification,NVIDIA Notification,846,未知
08/29/2025 18:00:00,msedge,Microsoft Edge,2371,未知
08/29/2025 18:00:00,QQ,QQ,31,未知
08/29/2025 18:00:00,explorer,Windows 资源管理器,74,未知
08/29/2025 18:00:00,Clash for Windows,Clash for Windows,12,未知
08/29/2025 18:00:00,firefox,Firefox,14,未知
08/29/2025 18:00:00,Listary,Listary,46,未知
08/29/2025 18:00:00,Honeyview,Honeyview,431,未知
08/29/2025 18:00:00,cmd,Windows 命令处理程序,91,未知
08/29/2025 19:00:00,msedge,Microsoft Edge,3234,未知
08/29/2025 20:00:00,msedge,Microsoft Edge,3551,未知
08/29/2025 21:00:00,msedge,Microsoft Edge,3576,未知
08/29/2025 22:00:00,msedge,Microsoft Edge,1010,未知
08/29/2025 23:00:00,msedge,Microsoft Edge,4,未知
08/29/2025 23:00:00,Clash for Windows,Clash for Windows,1,未知
08/29/2025 23:00:00,cmd,Windows 命令处理程序,1,未知
08/31/2025 07:00:00,HipsTray,火绒安全软件托盘程序,1,未知
08/31/2025 07:00:00,QQ,QQ,85,未知
08/31/2025 07:00:00,explorer,Windows 资源管理器,15,未知
08/31/2025 07:00:00,msedge,Microsoft Edge,4,未知
08/31/2025 07:00:00,WINWORD,Microsoft Word,109,未知
08/31/2025 08:00:00,WINWORD,Microsoft Word,1336,未知
08/31/2025 08:00:00,explorer,Windows 资源管理器,42,未知
08/31/2025 08:00:00,msedge,Microsoft Edge,2070,未知
08/31/2025 08:00:00,IDMan,Internet Download Manager (IDM),3,未知
08/31/2025 08:00:00,HRUpdate,火绒安全软件升级程序,5,未知
08/31/2025 08:00:00,firefox,Firefox,1,未知
08/31/2025 08:00:00,SearchApp,Search application,5,未知
08/31/2025 08:00:00,Listary,Listary,5,未知
08/31/2025 08:00:00,搞机工具箱v10,搞机工具箱,49,未知
08/31/2025 09:00:00,搞机工具箱v10,搞机工具箱,1655,未知
08/31/2025 09:00:00,Listary,Listary,51,未知
08/31/2025 09:00:00,msedge,Microsoft Edge,784,未知
08/31/2025 09:00:00,cmd,Windows 命令处理程序,117,未知
08/31/2025 09:00:00,explorer,Windows 资源管理器,148,未知
08/31/2025 09:00:00,WINWORD,Microsoft Word,34,未知
08/31/2025 09:00:00,QQ,QQ,10,未知
08/31/2025 09:00:00,Clash for Windows,Clash for Windows,6,未知
08/31/2025 09:00:00,SystemSettings,设置,3,未知
08/31/2025 09:00:00,SearchApp,Search application,29,未知
08/31/2025 09:00:00,mmc,Microsoft 管理控制台,62,未知
08/31/2025 09:00:00,Honeyview,Honeyview,184,未知
08/31/2025 10:00:00,Honeyview,Honeyview,362,未知
08/31/2025 10:00:00,msedge,Microsoft Edge,1166,未知
08/31/2025 10:00:00,explorer,Windows 资源管理器,369,未知
08/31/2025 10:00:00,IDMan,Internet Download Manager (IDM),29,未知
08/31/2025 10:00:00,Clash for Windows,Clash for Windows,2,未知
08/31/2025 10:00:00,搞机工具箱v10,搞机工具箱,8,未知
08/31/2025 10:00:00,ImageMagick-7.1.2-3-Q16-HDRI-x64-dll.tmp,Setup/Uninstall,44,未知
08/31/2025 10:00:00,Bandizip,Bandizip,4,未知
08/31/2025 10:00:00,mspaint,画图,106,未知
08/31/2025 10:00:00,cmd,Windows 命令处理程序,1108,未知
08/31/2025 10:00:00,Listary,Listary,45,未知
08/31/2025 10:00:00,SearchApp,Search application,4,未知
08/31/2025 10:00:00,Notepads,,16,未知
08/31/2025 10:00:00,HRUpdate,火绒安全软件升级程序,6,未知
08/31/2025 10:00:00,QQ,QQ,2,未知
08/31/2025 10:00:00,PilotshubApp,Feedback Hub,7,未知
08/31/2025 11:00:00,msedge,Microsoft Edge,605,未知
08/31/2025 11:00:00,explorer,Windows 资源管理器,831,未知
08/31/2025 11:00:00,editors,ONLYOFFICE Desktop Editors,22,未知
08/31/2025 11:00:00,Honeyview,Honeyview,233,未知
08/31/2025 11:00:00,Listary,Listary,25,未知
08/31/2025 11:00:00,Bandizip,Bandizip,6,未知
08/31/2025 11:00:00,QQ,QQ,99,未知
08/31/2025 11:00:00,IDMan,Internet Download Manager (IDM),1,未知
08/31/2025 11:00:00,cmd,Windows 命令处理程序,118,未知
08/31/2025 11:00:00,Notepads,,10,未知
08/31/2025 11:00:00,PopBlock,火绒安全软件弹窗拦截程序,1,未知
08/31/2025 11:00:00,firefox,Firefox,667,未知
08/31/2025 12:00:00,firefox,Firefox,2238,未知
08/31/2025 12:00:00,IDMan,Internet Download Manager (IDM),6,未知
08/31/2025 12:00:00,explorer,Windows 资源管理器,606,未知
08/31/2025 12:00:00,Honeyview,Honeyview,24,未知
08/31/2025 13:00:00,msedge,Microsoft Edge,2587,未知
08/31/2025 14:00:00,msedge,Microsoft Edge,1295,未知
08/31/2025 14:00:00,IDMan,Internet Download Manager (IDM),135,未知
08/31/2025 14:00:00,QQ,QQ,542,未知
08/31/2025 14:00:00,explorer,Windows 资源管理器,43,未知
08/31/2025 14:00:00,WINWORD,Microsoft Word,1232,未知
08/31/2025 15:00:00,QQ,QQ,11,未知
08/31/2025 15:00:00,explorer,Windows 资源管理器,6,未知
09/06/2025 21:00:00,Clash for Windows,Clash for Windows,10,未知
09/06/2025 21:00:00,IDMan,Internet Download Manager (IDM),8,未知
09/06/2025 21:00:00,HipsTray,火绒安全软件托盘程序,17,未知
09/06/2025 21:00:00,TextInputHost,,1,未知
09/06/2025 21:00:00,QQ,QQ,5,未知
09/06/2025 21:00:00,msedge,Microsoft Edge,11,未知
09/06/2025 21:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,1,未知
09/06/2025 21:00:00,PopBlock,火绒安全软件弹窗拦截程序,1,未知
09/06/2025 21:00:00,explorer,Windows 资源管理器,419,未知
09/06/2025 21:00:00,firefox,Firefox,2275,未知
09/06/2025 21:00:00,notepad,记事本,1,未知
09/06/2025 21:00:00,Honeyview,Honeyview,44,未知
09/06/2025 21:00:00,Listary,Listary,55,未知
09/06/2025 22:00:00,explorer,Windows 资源管理器,1084,未知
09/06/2025 22:00:00,firefox,Firefox,2274,未知
09/06/2025 22:00:00,Notepads,,4,未知
09/06/2025 23:00:00,explorer,Windows 资源管理器,1763,未知
09/06/2025 23:00:00,Honeyview,Honeyview,144,未知
09/06/2025 23:00:00,firefox,Firefox,621,未知
09/07/2025 00:00:00,firefox,Firefox,1220,未知
09/07/2025 00:00:00,explorer,Windows 资源管理器,830,未知
09/07/2025 00:00:00,QQ,QQ,6,未知
09/07/2025 08:00:00,QQ,QQ,84,未知
09/07/2025 08:00:00,explorer,Windows 资源管理器,3,未知
09/07/2025 08:00:00,Listary,Listary,16,未知
09/07/2025 08:00:00,rundll32,Windows 主进程 (Rundll32),1,未知
09/07/2025 08:00:00,搞机工具箱v10,搞机工具箱,158,未知
09/07/2025 08:00:00,HipsTray,火绒安全软件托盘程序,2,未知
09/07/2025 09:00:00,搞机工具箱v10,搞机工具箱,1284,未知
09/07/2025 09:00:00,IDMan,Internet Download Manager (IDM),63,未知
09/07/2025 09:00:00,explorer,Windows 资源管理器,123,未知
09/07/2025 09:00:00,Honeyview,Honeyview,200,未知
09/07/2025 09:00:00,Listary,Listary,10,未知
09/07/2025 09:00:00,Notepads,,6,未知
09/07/2025 09:00:00,cmd,Windows 命令处理程序,22,未知
09/07/2025 09:00:00,firefox,Firefox,1547,未知
09/07/2025 09:00:00,SearchApp,Search application,13,未知
09/07/2025 09:00:00,WeChatUpdate,WeChatUpdate,301,未知
09/07/2025 09:00:00,WeChat,WeChat,21,未知
09/07/2025 09:00:00,WINWORD,Microsoft Word,18,未知
09/07/2025 09:00:00,POWERPNT,Microsoft PowerPoint,110,未知
09/07/2025 10:00:00,firefox,Firefox,3600,未知
09/07/2025 10:00:00,搞机工具箱v10,搞机工具箱,332,未知
09/07/2025 10:00:00,Honeyview,Honeyview,2,未知
09/07/2025 10:00:00,QQ,QQ,1,未知
09/07/2025 10:00:00,Clash for Windows,Clash for Windows,1,未知
09/07/2025 11:00:00,firefox,Firefox,3531,未知
09/07/2025 11:00:00,IDMan,Internet Download Manager (IDM),20,未知
09/07/2025 12:00:00,firefox,Firefox,330,未知
09/07/2025 12:00:00,IDMan,Internet Download Manager (IDM),375,未知
09/07/2025 12:00:00,explorer,Windows 资源管理器,2,未知
09/07/2025 12:00:00,msedge,Microsoft Edge,2799,未知
09/07/2025 12:00:00,QQ,QQ,18,未知
09/07/2025 13:00:00,msedge,Microsoft Edge,1064,未知
09/07/2025 13:00:00,IDMan,Internet Download Manager (IDM),59,未知
09/07/2025 13:00:00,WeChat,WeChat,16,未知
09/07/2025 13:00:00,QQ,QQ,926,未知
09/07/2025 14:00:00,msedge,Microsoft Edge,23,未知
09/07/2025 14:00:00,WINWORD,Microsoft Word,473,未知
09/07/2025 15:00:00,WINWORD,Microsoft Word,746,未知
09/07/2025 16:00:00,WINWORD,Microsoft Word,7,未知
09/07/2025 16:00:00,msedge,Microsoft Edge,903,未知
09/07/2025 16:00:00,IDMan,Internet Download Manager (IDM),1,未知
09/07/2025 16:00:00,QQ,QQ,4,未知
09/07/2025 16:00:00,explorer,Windows 资源管理器,6,未知
09/07/2025 16:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,4,未知
09/13/2025 08:00:00,IDMan,Internet Download Manager (IDM),158,未知
09/13/2025 08:00:00,gameinputsvc,GameInput Host Service,9,未知
09/13/2025 08:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,42,未知
09/13/2025 08:00:00,QQ,QQ,6,未知
09/13/2025 08:00:00,Honeyview,Honeyview,9,未知
09/13/2025 08:00:00,msedge,Microsoft Edge,62,未知
09/13/2025 09:00:00,msedge,Microsoft Edge,21,未知
09/13/2025 09:00:00,图吧工具箱2024,图吧工具箱主程序,16,未知
09/13/2025 09:00:00,Core Temp x64,CPU temperature and system information utility,7,未知
09/13/2025 09:00:00,cpuz_x64,CPU-Z Application,38,未知
09/13/2025 09:00:00,Thaiphoon,,47,未知
09/13/2025 09:00:00,memtest,内存诊断,11,未知
09/13/2025 09:00:00,explorer,Windows 资源管理器,4,未知
09/13/2025 09:00:00,QQ,QQ,1,未知
09/13/2025 09:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,1,未知
09/13/2025 09:00:00,HipsTray,火绒安全软件托盘程序,3,未知
09/13/2025 09:00:00,PowerToys.Awake,PowerToys.Awake,10,未知
09/13/2025 09:00:00,Ditto,Ditto,1,未知
09/13/2025 10:00:00,QQ,QQ,137,未知
09/13/2025 10:00:00,NVIDIA Notification,NVIDIA Notification,75,未知
09/13/2025 10:00:00,IDMan,Internet Download Manager (IDM),79,未知
09/13/2025 10:00:00,firefox,Firefox,146,未知
09/13/2025 11:00:00,firefox,Firefox,1987,未知
09/13/2025 11:00:00,explorer,Windows 资源管理器,181,未知
09/13/2025 11:00:00,Clash for Windows,Clash for Windows,6,未知
09/13/2025 11:00:00,HRUpdate,火绒安全软件升级程序,14,未知
09/13/2025 11:00:00,Typora,Typora,788,未知
09/13/2025 11:00:00,Notepads,,268,未知
09/13/2025 11:00:00,mintty,MSYS2 terminal,94,未知
09/13/2025 11:00:00,QQ,QQ,46,未知
09/13/2025 11:00:00,Honeyview,Honeyview,55,未知
09/13/2025 12:00:00,firefox,Firefox,3185,未知
09/13/2025 12:00:00,mintty,MSYS2 terminal,1,未知
09/13/2025 12:00:00,explorer,Windows 资源管理器,157,未知
09/13/2025 12:00:00,mspaint,画图,2,未知
09/13/2025 12:00:00,QQ,QQ,35,未知
09/13/2025 12:00:00,Clash for Windows,Clash for Windows,1,未知
09/13/2025 12:00:00,Honeyview,Honeyview,8,未知
09/13/2025 12:00:00,Listary,Listary,30,未知
09/13/2025 12:00:00,Typora,Typora,3,未知
09/13/2025 12:00:00,msedge,Microsoft Edge,36,未知
09/13/2025 12:00:00,IDMan,Internet Download Manager (IDM),3,未知
09/13/2025 13:00:00,firefox,Firefox,10,未知
09/13/2025 13:00:00,firefox,Firefox,10,未知
09/13/2025 13:00:00,firefox,Firefox,10,未知
09/13/2025 13:00:00,firefox,Firefox,10,未知
09/13/2025 13:00:00,firefox,Firefox,10,未知
09/13/2025 13:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,92,未知
09/13/2025 13:00:00,msedge,Microsoft Edge,3,未知
09/13/2025 13:00:00,javaw,Java(TM) Platform SE binary,76,未知
09/13/2025 15:00:00,firefox,Firefox,67,未知
09/13/2025 15:00:00,javaw,Java(TM) Platform SE binary,2142,未知
09/13/2025 16:00:00,javaw,Java(TM) Platform SE binary,3569,未知
09/13/2025 17:00:00,javaw,Java(TM) Platform SE binary,35,未知
09/13/2025 22:00:00,explorer,Windows 资源管理器,1,未知
09/13/2025 22:00:00,HipsTray,火绒安全软件托盘程序,2,未知
09/13/2025 22:00:00,firefox,Firefox,365,未知
09/13/2025 22:00:00,QQ,QQ,7,未知
09/13/2025 23:00:00,firefox,Firefox,332,未知
09/13/2025 23:00:00,QQ,QQ,1,未知
09/13/2025 23:00:00,Honeyview,Honeyview,11,未知
09/13/2025 23:00:00,explorer,Windows 资源管理器,1103,未知
09/13/2025 23:00:00,Listary,Listary,1,未知
09/14/2025 08:00:00,IDMan,Internet Download Manager (IDM),102,未知
09/14/2025 08:00:00,gameinputsvc,GameInput Host Service,1,未知
09/14/2025 08:00:00,QQ,QQ,8,未知
09/14/2025 08:00:00,explorer,Windows 资源管理器,28,未知
09/14/2025 08:00:00,搞机工具箱v10,搞机工具箱,531,未知
09/14/2025 08:00:00,Honeyview,Honeyview,46,未知
09/14/2025 08:00:00,cmd,Windows 命令处理程序,115,未知
09/14/2025 08:00:00,firefox,Firefox,122,未知
09/14/2025 09:00:00,搞机工具箱v10,搞机工具箱,1454,未知
09/14/2025 09:00:00,cmd,Windows 命令处理程序,686,未知
09/14/2025 09:00:00,firefox,Firefox,382,未知
09/14/2025 09:00:00,explorer,Windows 资源管理器,158,未知
09/14/2025 09:00:00,Honeyview,Honeyview,282,未知
09/14/2025 09:00:00,QQ,QQ,2,未知
09/14/2025 10:00:00,cmd,Windows 命令处理程序,145,未知
09/14/2025 10:00:00,搞机工具箱v10,搞机工具箱,161,未知
09/14/2025 10:00:00,Honeyview,Honeyview,71,未知
09/14/2025 10:00:00,explorer,Windows 资源管理器,449,未知
09/14/2025 10:00:00,Listary,Listary,119,未知
09/14/2025 10:00:00,Notepads,,5,未知
09/14/2025 10:00:00,firefox,Firefox,3600,未知
09/14/2025 10:00:00,PowerToys,PowerToys.Runner,6,未知
09/14/2025 10:00:00,PowerToys.Settings,PowerToys.Settings,133,未知
09/14/2025 10:00:00,msedge,Microsoft Edge,284,未知
09/14/2025 10:00:00,HipsMain,火绒安全软件 主程序模块,4,未知
09/14/2025 10:00:00,RightClickMan,火绒右键管理,27,未知
09/14/2025 10:00:00,Clash for Windows,Clash for Windows,5,未知
09/14/2025 10:00:00,IDMan,Internet Download Manager (IDM),9,未知
09/14/2025 10:00:00,wixstdba,WiX Standard Bootstrapper Application,50,未知
09/14/2025 10:00:00,geek64,Geek Uninstaller,29,未知
09/14/2025 10:00:00,PowerToysUserSetup-0.81.1-x64,PowerToys (Preview) x64,12,未知
09/14/2025 10:00:00,EXCEL,Microsoft Excel,229,未知
09/14/2025 11:00:00,EXCEL,Microsoft Excel,43,未知
09/14/2025 11:00:00,firefox,Firefox,1602,未知
09/14/2025 11:00:00,explorer,Windows 资源管理器,166,未知
09/14/2025 11:00:00,notepad,记事本,15,未知
09/14/2025 11:00:00,cmd,Windows 命令处理程序,1,未知
09/14/2025 11:00:00,Honeyview,Honeyview,24,未知
09/14/2025 11:00:00,Bandizip,Bandizip,18,未知
09/14/2025 11:00:00,图吧工具箱2024,图吧工具箱主程序,5,未知
09/14/2025 11:00:00,cpuz_x64,CPU-Z Application,5,未知
09/14/2025 11:00:00,鼠标单击变双击测试器V2.0,ShuBiaoJiShuQi,78,未知
09/14/2025 11:00:00,msedge,Microsoft Edge,164,未知
09/14/2025 11:00:00,Listary,Listary,2,未知
09/14/2025 11:00:00,IDMan,Internet Download Manager (IDM),368,未知
09/14/2025 12:00:00,firefox,Firefox,1995,未知
09/14/2025 12:00:00,HRUpdate,火绒安全软件升级程序,26,未知
09/14/2025 12:00:00,IDMan,Internet Download Manager (IDM),6,未知
09/14/2025 12:00:00,msedge,Microsoft Edge,537,未知
09/14/2025 13:00:00,RtkNGUI64,Realtek高清晰音频管理器,53,未知
09/14/2025 13:00:00,firefox,Firefox,626,未知
09/14/2025 14:00:00,firefox,Firefox,1142,未知
09/14/2025 16:00:00,firefox,Firefox,338,未知
09/14/2025 16:00:00,explorer,Windows 资源管理器,802,未知
09/14/2025 16:00:00,Bandizip,Bandizip,3,未知
09/14/2025 16:00:00,Honeyview,Honeyview,2,未知
09/14/2025 16:00:00,Notepads,,3,未知
09/14/2025 17:00:00,explorer,Windows 资源管理器,77,未知
09/14/2025 17:00:00,firefox,Firefox,1738,未知
09/14/2025 17:00:00,RtkNGUI64,Realtek高清晰音频管理器,17,未知
09/14/2025 17:00:00,Listary,Listary,1,未知
09/14/2025 17:00:00,SearchApp,Search application,1,未知
09/19/2025 22:00:00,Listary,Listary,142,未知
09/19/2025 22:00:00,explorer,Windows 资源管理器,959,未知
09/19/2025 22:00:00,HipsTray,火绒安全软件托盘程序,52,未知
09/19/2025 22:00:00,Honeyview,Honeyview,47,未知
09/19/2025 22:00:00,mpv,mpv,8,未知
09/19/2025 22:00:00,Notepads,,64,未知
09/19/2025 22:00:00,notepad,记事本,1512,未知
09/19/2025 22:00:00,SearchApp,Search application,4,未知
09/19/2025 22:00:00,ScreenClippingHost,,38,未知
09/19/2025 22:00:00,QQ,QQ,28,未知
09/19/2025 22:00:00,SystemSettings,设置,7,未知
09/19/2025 22:00:00,Typora,Typora,8,未知
09/19/2025 22:00:00,msedge,Microsoft Edge,220,未知
09/19/2025 23:00:00,notepad,记事本,409,未知
09/19/2025 23:00:00,msedge,Microsoft Edge,441,未知
09/19/2025 23:00:00,QQ,QQ,13,未知
09/20/2025 10:00:00,gameinputsvc,GameInput Host Service,4,未知
09/20/2025 10:00:00,QQ,QQ,10,未知
09/20/2025 10:00:00,calibre,The main calibre program,430,未知
09/20/2025 10:00:00,Notepads,,3,未知
09/20/2025 10:00:00,msedge,Microsoft Edge,442,未知
09/20/2025 10:00:00,calibre-parallel,calibre worker process,2020,未知
09/20/2025 10:00:00,IDMan,Internet Download Manager (IDM),69,未知
09/20/2025 10:00:00,calibre-file-dialog,Helper program to show file open/save dialogs,34,未知
09/20/2025 10:00:00,Honeyview,Honeyview,2,未知
09/20/2025 10:00:00,explorer,Windows 资源管理器,33,未知
09/20/2025 10:00:00,HRUpdate,火绒安全软件升级程序,47,未知
09/20/2025 10:00:00,Listary,Listary,5,未知
09/20/2025 10:00:00,ControllerCompanion,Controller Companion (Steam),11,未知
09/20/2025 11:00:00,calibre-parallel,calibre worker process,1180,未知
09/20/2025 11:00:00,msedge,Microsoft Edge,2307,未知
09/20/2025 11:00:00,QQ,QQ,3,未知
09/20/2025 11:00:00,explorer,Windows 资源管理器,1,未知
09/20/2025 11:00:00,Clash for Windows,Clash for Windows,66,未知
09/20/2025 12:00:00,msedge,Microsoft Edge,256,未知
09/20/2025 15:00:00,msedge,Microsoft Edge,2025,未知
09/20/2025 15:00:00,Clash for Windows,Clash for Windows,27,未知
09/20/2025 15:00:00,explorer,Windows 资源管理器,15,未知
09/20/2025 15:00:00,IDMan,Internet Download Manager (IDM),10,未知
09/20/2025 15:00:00,calibre,The main calibre program,9,未知
09/20/2025 15:00:00,calibre-parallel,calibre worker process,62,未知
09/20/2025 15:00:00,QQ,QQ,107,未知
09/20/2025 16:00:00,QQ,QQ,28,未知
09/20/2025 16:00:00,msedge,Microsoft Edge,3399,未知
09/20/2025 16:00:00,Honeyview,Honeyview,15,未知
09/20/2025 16:00:00,IDMan,Internet Download Manager (IDM),3,未知
09/20/2025 16:00:00,explorer,Windows 资源管理器,40,未知
09/20/2025 16:00:00,Listary,Listary,27,未知
09/20/2025 16:00:00,calibre,The main calibre program,9,未知
09/20/2025 16:00:00,calibre-parallel,calibre worker process,23,未知
09/20/2025 17:00:00,msedge,Microsoft Edge,3554,未知
09/20/2025 17:00:00,QQ,QQ,8,未知
09/20/2025 17:00:00,calibre,The main calibre program,1,未知
09/20/2025 17:00:00,IDMan,Internet Download Manager (IDM),3,未知
09/20/2025 18:00:00,msedge,Microsoft Edge,1554,未知
09/20/2025 18:00:00,IDMan,Internet Download Manager (IDM),15,未知
09/20/2025 18:00:00,QQ,QQ,115,未知
09/20/2025 18:00:00,calibre,The main calibre program,1,未知
09/20/2025 18:00:00,explorer,Windows 资源管理器,19,未知
09/20/2025 18:00:00,Notepads,,65,未知
09/20/2025 18:00:00,Honeyview,Honeyview,42,未知
09/20/2025 19:00:00,msedge,Microsoft Edge,1757,未知
09/20/2025 19:00:00,QQ,QQ,85,未知
09/20/2025 19:00:00,Clash for Windows,Clash for Windows,3,未知
09/20/2025 19:00:00,firefox,Firefox,179,未知
09/20/2025 19:00:00,Notepads,,529,未知
09/20/2025 19:00:00,explorer,Windows 资源管理器,124,未知
09/20/2025 19:00:00,Typora,Typora,637,未知
09/20/2025 19:00:00,IDMan,Internet Download Manager (IDM),1,未知
09/20/2025 19:00:00,mintty,MSYS2 terminal,31,未知
